"","lonlat","Freq","lon","lat"
"1295","74.837876 32.72951",1,"74.837876","32.72951"
"1296","76.864378 30.693291",1,"76.864378","30.693291"
"1297","77.0330481 26.7454967",1,"77.0330481","26.7454967"
"1298","77.2090212 28.6139391",1,"77.2090212","28.6139391"
"1299","77.3018829 28.5891405",1,"77.3018829","28.5891405"
"1300","77.5928353 13.1021823",1,"77.5928353","13.1021823"
"1301","77.5945627 12.9715987",1,"77.5945627","12.9715987"
"1302","77.8252923 12.7409127",1,"77.8252923","12.7409127"
"1303","78.471002 17.4436085",1,"78.471002","17.4436085"
"1304","78.486671 17.385044",1,"78.486671","17.385044"
"1305","78.96288 20.593684",3,"78.96288","20.593684"
"1306","8.227512 46.818188",2,"8.227512","46.818188"
"1307","8.468946 60.472024",2,"8.468946","60.472024"
"1308","8.541694 47.3768866",2,"8.541694","47.3768866"
"1309","8.675277 9.081999",1,"8.675277","9.081999"
"1310","80.3318736 26.449923",1,"80.3318736","26.449923"
"1311","80.6480153 16.5061743",1,"80.6480153","16.5061743"
"1312","86.2028754 22.8045665",1,"86.2028754","22.8045665"
"1313","9.1248162 52.8453301",1,"9.1248162","52.8453301"
"1314","9.1859243 45.4654219",1,"9.1859243","45.4654219"
"1315","9.385729 45.9382941",1,"9.385729","45.9382941"
"1316","90.4125181 23.810332",1,"90.4125181","23.810332"
"1317","92.9375739 26.2006043",1,"92.9375739","26.2006043"
"1318","93.712433 27.966",1,"93.712433","27.966"
"1319","99.1966559 61.0137097",1,"99.1966559","61.0137097"
